ticker,S,K,T,maturity_days,r,sigma,option_type,target_price
NVDA,206.94500732421875,900.0,0.5232876712328767,191,0.04,0.0,call,548.77
GOOGL,367.2699890136719,450.0,0.10136986301369863,37,0.04,0.3764710791015625,call,1.03
AMZN,247.50999450683594,315.0,0.273972602739726,100,0.04,0.3857483300781249,call,3.24
AMZN,247.50999450683594,195.0,1.0986301369863014,401,0.04,0.34561811614990234,put,12.15
META,595.3900146484375,220.0,2.5178082191780824,919,0.04,0.4346370013427735,put,5.97
META,595.3900146484375,1230.0,1.6164383561643836,590,0.04,0.45737236968994144,call,20.0
AAPL,292.6099853515625,330.0,0.10136986301369863,37,0.04,0.27967028930664056,call,1.25
NVDA,206.94500732421875,160.0,0.4465753424657534,163,0.04,0.597782342529297,call,57.8
NVDA,206.94500732421875,390.0,0.021917808219178082,8,0.04,1.0000000000000003e-05,put,11.09
META,595.3900146484375,1050.0,1.6164383561643836,590,0.04,0.4476068423461914,call,34.68
NVDA,206.94500732421875,90.0,0.005479452054794521,2,0.04,5.945315068359376,call,122.29
AAPL,292.6099853515625,230.0,0.0821917808219178,30,0.04,0.818117053222656,call,80.93
TSLA,406.9920959472656,367.5,0.021917808219178082,8,0.04,0.8189715368652342,call,37.8
TSLA,406.9920959472656,400.0,0.03287671232876712,12,0.04,0.3916686810302734,put,8.59
NVDA,206.94500732421875,155.0,0.6,219,0.04,0.5936319934082033,call,64.1
META,595.3900146484375,320.0,2.0191780821917806,737,0.04,0.3999388619995118,put,13.25
NVDA,206.94500732421875,1270.0,0.021917808219178082,8,0.04,1.0000000000000003e-05,put,428.51
META,595.3900146484375,575.0,0.0136986301369863,5,0.04,0.3767152172851562,call,19.0
TSLA,406.9920959472656,570.0,0.7726027397260274,282,0.04,0.553837469482422,call,31.74
AAPL,292.6099853515625,260.0,0.5232876712328767,191,0.04,0.25644664459228517,put,7.75
MSFT,409.6400146484375,605.0,0.19726027397260273,72,0.04,0.4606987524414063,call,1.0
NVDA,206.94500732421875,120.0,1.2712328767123289,464,0.04,0.456609437866211,put,5.85
NVDA,206.94500732421875,205.0,1.0191780821917809,372,0.04,0.3909362664794922,put,32.06
MSFT,409.6400146484375,385.0,0.5232876712328767,191,0.04,0.40144946701049805,call,57.5
AAPL,292.6099853515625,430.0,0.6,219,0.04,0.29767548034667957,call,1.55
META,595.3900146484375,1010.0,2.0191780821917806,737,0.04,0.45481654808044436,call,62.05
TSLA,406.9920959472656,490.0,0.06027397260273973,22,0.04,1.0000000000000003e-05,put,73.82
META,595.3900146484375,725.0,0.12054794520547946,44,0.04,0.40717145568847657,call,2.87
META,595.3900146484375,637.5,0.005479452054794521,2,0.04,0.42139250488281255,call,0.64
META,595.3900146484375,622.5,0.021917808219178082,8,0.04,0.3789734954833984,put,40.31
META,595.3900146484375,1010.0,0.273972602739726,100,0.04,0.5025684509277344,call,1.48
META,595.3900146484375,550.0,0.0136986301369863,5,0.04,0.49341326904296884,call,59.74
META,595.3900146484375,500.0,1.0191780821917809,372,0.04,0.46971660659790043,call,151.1
META,595.3900146484375,835.0,0.043835616438356165,16,0.04,0.6784700122070313,call,0.21
GOOGL,367.2699890136719,380.0,0.021917808219178082,8,0.04,0.36340968627929693,call,4.0
GOOGL,367.2699890136719,530.0,0.5232876712328767,191,0.04,1.0000000000000003e-05,put,229.35
TSLA,406.9920959472656,342.5,0.021917808219178082,8,0.04,1.0863082794189454,call,52.14
AAPL,292.6099853515625,10.0,1.5205479452054795,555,0.04,1.0000000000000003e-05,call,255.36
META,595.3900146484375,20.0,1.5205479452054795,555,0.04,5.035159956054686,call,593.11
NVDA,206.94500732421875,1890.0,0.021917808219178082,8,0.04,1.0000000000000003e-05,put,1044.79
AAPL,292.6099853515625,165.0,0.4465753424657534,163,0.04,0.7709983837890625,call,144.5
NVDA,206.94500732421875,150.0,2.5178082191780824,919,0.04,0.40689680023193364,put,22.33
META,595.3900146484375,700.0,0.06027397260273973,22,0.04,0.473210834350586,put,115.0
TSLA,406.9920959472656,467.5,0.021917808219178082,8,0.04,0.5988809643554689,call,1.63
META,595.3900146484375,190.0,2.5178082191780824,919,0.04,0.8190173127746581,call,389.5
AMZN,247.50999450683594,310.0,1.6164383561643836,590,0.04,0.28659771026611325,put,64.38
META,595.3900146484375,815.0,0.0821917808219178,30,0.04,0.5090381127929688,call,1.52
TSLA,406.9920959472656,90.0,0.7726027397260274,282,0.04,1.0000000000000003e-05,call,314.36
TSLA,406.9920959472656,740.0,1.5205479452054795,555,0.04,0.38316962051391595,put,353.5
META,595.3900146484375,1050.0,1.5205479452054795,555,0.04,0.44811800666809076,call,31.75
META,595.3900146484375,100.0,0.5232876712328767,191,0.04,1.1640666796875,call,533.85
TSLA,406.9920959472656,650.0,0.3506849315068493,128,0.04,0.574070421447754,call,6.55
GOOGL,367.2699890136719,340.0,0.005479452054794521,2,0.04,0.8771984936523438,call,24.43
MSFT,409.6400146484375,465.0,0.19726027397260273,72,0.04,0.32828430511474604,put,60.65
META,595.3900146484375,1380.0,0.19726027397260273,72,0.04,0.6816438085937502,call,0.34
TSLA,406.9920959472656,770.0,0.3506849315068493,128,0.04,0.6163978790283204,call,3.38
TSLA,406.9920959472656,80.0,0.043835616438356165,16,0.04,4.773929813842773,call,340.76
META,595.3900146484375,600.0,0.5232876712328767,191,0.04,0.4235058260345459,call,70.05
AMZN,247.50999450683594,140.0,1.0191780821917809,372,0.04,0.6012307943725587,call,122.15
TSLA,406.9920959472656,392.5,0.0136986301369863,5,0.04,0.6964752032470705,call,25.1
NVDA,206.94500732421875,260.0,0.4465753424657534,163,0.04,0.33981983428955076,put,57.91
TSLA,406.9920959472656,175.0,1.2712328767123289,464,0.04,0.8214434359741211,call,252.3
MSFT,409.6400146484375,475.0,0.10136986301369863,37,0.04,0.3442448388671875,call,2.09
TSLA,406.9920959472656,820.0,0.5232876712328767,191,0.04,0.6004678625488282,call,4.82
GOOGL,367.2699890136719,327.5,0.019178082191780823,7,0.04,0.47559118164062497,put,0.5
TSLA,406.9920959472656,417.5,0.0136986301369863,5,0.04,0.5684857604980469,call,8.42
MSFT,409.6400146484375,700.0,0.5232876712328767,191,0.04,1.0000000000000003e-05,put,296.0
META,595.3900146484375,895.0,0.06027397260273973,22,0.04,0.6936065795898438,call,0.38
AAPL,292.6099853515625,225.0,0.4465753424657534,163,0.04,0.3133613586425781,put,2.49
META,595.3900146484375,1020.0,0.19726027397260273,72,0.04,1.0000000000000003e-05,put,341.35
NVDA,206.94500732421875,20.0,0.3506849315068493,128,0.04,0.500005,put,0.04
TSLA,406.9920959472656,320.0,0.10136986301369863,37,0.04,0.5285691674804689,put,2.26
TSLA,406.9920959472656,155.0,0.3506849315068493,128,0.04,1.0000000000000003e-05,call,210.65
MSFT,409.6400146484375,420.0,1.6164383561643836,590,0.04,0.29217474189758297,put,61.88
META,595.3900146484375,590.0,0.5232876712328767,191,0.04,0.4226742303466796,call,72.95
MSFT,409.6400146484375,395.0,0.005479452054794521,2,0.04,0.3278875805664062,put,0.97
TSLA,406.9920959472656,520.0,0.0821917808219178,30,0.04,0.5665326550292968,call,2.55
GOOGL,367.2699890136719,710.0,0.5232876712328767,191,0.04,0.4412897668457031,call,1.06
TSLA,406.9920959472656,880.0,0.021917808219178082,8,0.04,1.751954365234375,call,0.15
TSLA,406.9920959472656,580.0,0.3506849315068493,128,0.04,0.5528303994750977,call,10.51
META,595.3900146484375,1320.0,1.0191780821917809,372,0.04,0.4648185842895508,call,6.29
GOOGL,367.2699890136719,290.0,0.19726027397260273,72,0.04,0.39826041198730466,put,2.35
GOOGL,367.2699890136719,240.0,0.7726027397260274,282,0.04,0.559147474975586,call,134.86
MSFT,409.6400146484375,600.0,0.4465753424657534,163,0.04,0.229499892578125,put,175.05
GOOGL,367.2699890136719,525.0,0.10136986301369863,37,0.04,0.47803256347656253,call,0.23
GOOGL,367.2699890136719,320.0,0.7726027397260274,282,0.04,0.46143116699218756,call,74.21
NVDA,206.94500732421875,240.0,2.0191780821917806,737,0.04,0.5268754588317872,call,49.51
MSFT,409.6400146484375,210.0,2.0191780821917806,737,0.04,0.36261623718261715,put,5.88
NVDA,206.94500732421875,1130.0,0.021917808219178082,8,0.04,1.0000000000000003e-05,put,237.66
TSLA,406.9920959472656,70.0,0.7726027397260274,282,0.04,1.0000000000000003e-05,call,316.3
GOOGL,367.2699890136719,300.0,0.273972602739726,100,0.04,0.36627830993652344,put,4.6
GOOGL,367.2699890136719,347.5,0.019178082191780823,7,0.04,0.3217841259765625,put,1.1
MSFT,409.6400146484375,230.0,0.10136986301369863,37,0.04,1.1096235925292968,call,181.61
AAPL,292.6099853515625,280.0,0.4465753424657534,163,0.04,0.23749541809082028,put,11.6
TSLA,406.9920959472656,540.0,0.043835616438356165,16,0.04,0.6459996337890624,call,0.7
AMZN,247.50999450683594,237.5,0.043835616438356165,16,0.04,0.42542078491210944,call,13.1
MSFT,409.6400146484375,485.0,0.019178082191780823,7,0.04,0.57617611328125,call,0.15
AAPL,292.6099853515625,250.0,1.6164383561643836,590,0.04,0.4125730130004882,call,83.6
META,595.3900146484375,547.5,0.005479452054794521,2,0.04,0.4670463452148438,put,0.47
NVDA,206.94500732421875,455.0,0.7726027397260274,282,0.04,0.5097094927978516,call,2.19
TSLA,406.9920959472656,175.0,0.19726027397260273,72,0.04,0.848634326171875,put,0.49
AAPL,292.6099853515625,275.0,0.5232876712328767,191,0.04,0.3643252044677735,call,39.61
NVDA,206.94500732421875,225.0,1.2712328767123289,464,0.04,0.37923289230346674,put,42.77
TSLA,406.9920959472656,35.0,1.5205479452054795,555,0.04,1.5800802246093748,call,379.22
META,595.3900146484375,380.0,0.19726027397260273,72,0.04,0.6608920629882813,call,253.32
TSLA,406.9920959472656,195.0,1.5205479452054795,555,0.04,0.7740958869934083,call,228.7
NVDA,206.94500732421875,85.0,1.6164383561643836,590,0.04,0.49561051269531253,put,2.72
AMZN,247.50999450683594,400.0,0.273972602739726,100,0.04,0.43726148681640625,call,0.33
META,595.3900146484375,745.0,0.043835616438356165,16,0.04,0.5019581054687501,call,0.48
MSFT,409.6400146484375,410.0,1.5205479452054795,555,0.04,0.2949747016906738,put,57.74
NVDA,206.94500732421875,430.0,0.0136986301369863,5,0.04,1.5625021874999998,call,0.02
META,595.3900146484375,860.0,0.273972602739726,100,0.04,0.4466608068847656,call,3.95
MSFT,409.6400146484375,350.0,0.273972602739726,100,0.04,0.34967691345214835,put,7.3
AMZN,247.50999450683594,180.0,1.5205479452054795,555,0.04,0.5103503555297851,call,92.15
AMZN,247.50999450683594,390.0,0.7726027397260274,282,0.04,0.41226784027099606,call,5.12
MSFT,409.6400146484375,400.0,0.273972602739726,100,0.04,0.32343205871582026,put,22.7
TSLA,406.9920959472656,605.0,0.10136986301369863,37,0.04,0.6368444519042968,call,1.21
MSFT,409.6400146484375,630.0,0.4465753424657534,163,0.04,0.40381455566406255,call,4.17
MSFT,409.6400146484375,380.0,0.03287671232876712,12,0.04,0.32617861328125,put,1.06
GOOGL,367.2699890136719,280.0,0.021917808219178082,8,0.04,1.2434119860839843,call,83.3
TSLA,406.9920959472656,390.0,0.019178082191780823,7,0.04,0.4510552941894531,put,4.4
GOOGL,367.2699890136719,460.0,0.10136986301369863,37,0.04,1.0000000000000003e-05,put,95.28
NVDA,206.94500732421875,110.0,0.0821917808219178,30,0.04,0.87500125,put,0.16
TSLA,406.9920959472656,580.0,1.5205479452054795,555,0.04,0.5733990414428712,call,58.05
GOOGL,367.2699890136719,340.0,2.0191780821917806,737,0.04,0.48027558303833,call,102.78
META,595.3900146484375,655.0,0.0821917808219178,30,0.04,0.3803772900390625,put,40.46
META,595.3900146484375,680.0,0.005479452054794521,2,0.04,0.7946797875976561,put,91.4
AMZN,247.50999450683594,360.0,0.4465753424657534,163,0.04,0.2690502783203125,put,95.95
TSLA,406.9920959472656,530.0,0.3506849315068493,128,0.04,1.0000000000000003e-05,put,170.7
AAPL,292.6099853515625,365.0,0.021917808219178082,8,0.04,0.476567734375,call,0.01
NVDA,206.94500732421875,120.0,0.3506849315068493,128,0.04,0.5358933129882812,put,1.0
TSLA,406.9920959472656,460.0,0.6,219,0.04,0.5477187562561037,call,48.8
META,595.3900146484375,685.0,0.273972602739726,100,0.04,0.3615633912658691,put,110.71
MSFT,409.6400146484375,370.0,0.4465753424657534,163,0.04,0.3365544860839844,put,17.55
GOOGL,367.2699890136719,10.0,2.5178082191780824,919,0.04,1.11328568359375,put,0.04
NVDA,206.94500732421875,126.0,0.021917808219178082,8,0.04,1.0859420703125,put,0.03
MSFT,409.6400146484375,457.5,0.019178082191780823,7,0.04,0.43018147949218755,call,0.35
NVDA,206.94500732421875,1520.0,0.021917808219178082,8,0.04,0.0,call,259.31
AAPL,292.6099853515625,295.0,0.06027397260273973,22,0.04,0.1637046520996094,put,5.7
AAPL,292.6099853515625,240.0,0.6,219,0.04,0.4425714923095704,call,74.45
TSLA,406.9920959472656,770.0,1.2712328767123289,464,0.04,0.3526981234741211,put,379.28
MSFT,409.6400146484375,380.0,0.12054794520547946,44,0.04,0.40296007202148443,call,51.65
TSLA,406.9920959472656,70.0,1.6164383561643836,590,0.04,0.7233914379882812,put,1.55
AMZN,247.50999450683594,270.0,0.0821917808219178,30,0.04,0.3333196551513672,call,2.67
AAPL,292.6099853515625,315.0,0.019178082191780823,7,0.04,1.0000000000000003e-05,put,12.51
MSFT,409.6400146484375,800.0,0.19726027397260273,72,0.04,1.0000000000000003e-05,put,290.6
MSFT,409.6400146484375,265.0,0.021917808219178082,8,0.04,1.1494183154296875,put,0.05
TSLA,406.9920959472656,700.0,1.0191780821917809,372,0.04,0.3715577981567383,put,297.0
GOOGL,367.2699890136719,255.0,0.4465753424657534,163,0.04,0.4046690393066406,put,3.0
TSLA,406.9920959472656,130.0,0.273972602739726,100,0.04,0.9272468212890624,put,0.4
MSFT,409.6400146484375,515.0,0.10136986301369863,37,0.04,0.29883513671874995,put,87.95
TSLA,406.9920959472656,750.0,2.0191780821917806,737,0.04,0.3618075294494629,put,346.6
AAPL,292.6099853515625,245.0,0.6,219,0.04,0.4296474272155762,call,79.26
NVDA,206.94500732421875,1080.0,0.021917808219178082,8,0.04,1.0000000000000003e-05,put,304.39
MSFT,409.6400146484375,570.0,0.7726027397260274,282,0.04,0.38516850189208973,call,13.0
TSLA,406.9920959472656,455.0,0.3506849315068493,128,0.04,0.43018147949218755,put,80.56
META,595.3900146484375,615.0,0.5232876712328767,191,0.04,0.3568484725952148,put,75.2
META,595.3900146484375,290.0,0.273972602739726,100,0.04,0.5754436987304687,put,0.45
META,595.3900146484375,555.0,0.06027397260273973,22,0.04,0.34778484252929687,put,5.72
META,595.3900146484375,1430.0,0.021917808219178082,8,0.04,1.40625296875,call,0.01
MSFT,409.6400146484375,385.0,0.03287671232876712,12,0.04,0.460515648803711,call,27.75
NVDA,206.94500732421875,310.0,0.5232876712328767,191,0.04,0.4841970526123047,call,5.5
AAPL,292.6099853515625,430.0,0.021917808219178082,8,0.04,0.9570316796874999,call,0.02
NVDA,206.94500732421875,1090.0,0.5232876712328767,191,0.04,0.0,call,460.46
TSLA,406.9920959472656,437.5,0.021917808219178082,8,0.04,0.5730023168945313,call,5.96
GOOGL,367.2699890136719,610.0,0.6,219,0.04,0.4097959411621094,call,3.11
TSLA,406.9920959472656,175.0,0.10136986301369863,37,0.04,1.017583037109375,put,0.19
NVDA,206.94500732421875,360.0,1.2712328767123289,464,0.04,0.29492892578124996,put,139.45
TSLA,406.9920959472656,290.0,0.7726027397260274,282,0.04,0.495671547241211,put,19.57
TSLA,406.9920959472656,810.0,1.5205479452054795,555,0.04,0.5783733569335938,call,47.26
NVDA,206.94500732421875,60.0,1.6164383561643836,590,0.04,0.8684095190429688,call,150.53
GOOGL,367.2699890136719,750.0,0.6,219,0.04,0.4379939013671875,call,1.03
META,595.3900146484375,845.0,0.5232876712328767,191,0.04,1.0000000000000003e-05,put,156.45
META,595.3900146484375,500.0,0.0821917808219178,30,0.04,0.5143481182861327,call,98.05
TSLA,406.9920959472656,390.0,0.7726027397260274,282,0.04,0.5773510282897949,call,87.74
NVDA,206.94500732421875,195.0,0.005479452054794521,2,0.04,0.387701435546875,put,0.25
MSFT,409.6400146484375,245.0,0.021917808219178082,8,0.04,1.4799830688476563,put,0.02
META,595.3900146484375,960.0,2.5178082191780824,919,0.04,0.2989343178558349,put,375.82
NVDA,206.94500732421875,212.5,0.0136986301369863,5,0.04,0.4321345849609375,call,2.75
NVDA,206.94500732421875,245.0,0.021917808219178082,8,0.04,0.506840869140625,call,0.15
NVDA,206.94500732421875,380.0,0.6,219,0.04,1.0000000000000003e-05,put,164.5
TSLA,406.9920959472656,275.0,0.021917808219178082,8,0.04,0.989257919921875,put,0.18
AAPL,292.6099853515625,270.0,1.0191780821917809,372,0.04,0.23944852355957028,put,15.95
MSFT,409.6400146484375,630.0,0.273972602739726,100,0.04,0.426885614013672,call,1.2
TSLA,406.9920959472656,480.0,0.021917808219178082,8,0.04,0.6201209863281252,call,1.06
META,595.3900146484375,1400.0,0.4465753424657534,163,0.04,0.5564009204101563,call,1.78
NVDA,206.94500732421875,92.0,0.5232876712328767,191,0.04,0.9642337561035157,call,132.1
GOOGL,367.2699890136719,505.0,1.0191780821917809,372,0.04,0.4215756085205078,call,21.15
NVDA,206.94500732421875,2270.0,0.5232876712328767,191,0.04,1.0000000000000003e-05,put,1091.72
AAPL,292.6099853515625,360.0,0.021917808219178082,8,0.04,0.4687553125,call,0.03
TSLA,406.9920959472656,900.0,1.5205479452054795,555,0.04,0.25318129638671877,put,481.38
MSFT,409.6400146484375,700.0,0.273972602739726,100,0.04,0.4733939379882813,call,0.55
NVDA,206.94500732421875,155.0,0.06027397260273973,22,0.04,1.0595750146484377,call,65.7
NVDA,206.94500732421875,120.0,0.12054794520547946,44,0.04,1.2595251867675783,call,89.89
AMZN,247.50999450683594,210.0,0.6,219,0.04,0.4656425506591797,call,51.51
AMZN,247.50999450683594,175.0,0.06027397260273973,22,0.04,0.9763185961914063,call,89.87
TSLA,406.9920959472656,90.0,2.5178082191780824,919,0.04,0.6025430371093752,put,4.41
MSFT,409.6400146484375,400.0,2.5178082191780824,919,0.04,0.42121703056335447,call,108.2
AAPL,292.6099853515625,560.0,2.5178082191780824,919,0.04,0.322424988708496,call,11.01
META,595.3900146484375,890.0,1.6164383561643836,590,0.04,0.19832649826049803,put,260.95
NVDA,206.94500732421875,215.0,0.0821917808219178,30,0.04,0.3048165222167969,put,11.97
NVDA,206.94500732421875,115.0,1.5205479452054795,555,0.04,0.6492649819946289,call,107.5
GOOGL,367.2699890136719,465.0,1.5205479452054795,555,0.04,1.0000000000000003e-05,put,165.2
NVDA,206.94500732421875,1540.0,0.5232876712328767,191,0.04,1.0000000000000003e-05,put,677.55
META,595.3900146484375,880.0,1.2712328767123289,464,0.04,0.43954265296936035,call,41.6
TSLA,406.9920959472656,590.0,0.0136986301369863,5,0.04,0.9492192578124999,call,0.06
META,595.3900146484375,40.0,0.5232876712328767,191,0.04,1.23047259765625,put,0.02
META,595.3900146484375,820.0,2.5178082191780824,919,0.04,0.46671446987152104,call,102.2
META,595.3900146484375,600.0,0.19726027397260273,72,0.04,0.37480788772583,put,43.46
NVDA,206.94500732421875,250.0,1.2712328767123289,464,0.04,0.5100299241638184,call,32.3
TSLA,406.9920959472656,65.0,1.0191780821917809,372,0.04,0.8608412353515625,put,0.9
GOOGL,367.2699890136719,345.0,0.273972602739726,100,0.04,0.44385321777343745,call,40.15
AMZN,247.50999450683594,390.0,1.0191780821917809,372,0.04,0.2553175054931641,put,127.25
META,595.3900146484375,510.0,1.6164383561643836,590,0.04,0.49006399833679204,call,171.23
GOOGL,367.2699890136719,475.0,1.2712328767123289,464,0.04,0.43341631042480466,call,37.07
AAPL,292.6099853515625,15.0,1.6164383561643836,590,0.04,1.0000000000000003e-05,call,245.12
META,595.3900146484375,780.0,0.19726027397260273,72,0.04,0.4313411358642578,put,159.0
NVDA,206.94500732421875,2250.0,0.5232876712328767,191,0.04,5.095340544891357,call,166.86
AMZN,247.50999450683594,250.0,1.0191780821917809,372,0.04,0.43753614227294924,call,42.0
META,595.3900146484375,1220.0,1.0191780821917809,372,0.04,0.4563958169555664,call,11.5
GOOGL,367.2699890136719,640.0,0.6,219,0.04,0.800935828552246,put,323.0
META,595.3900146484375,870.0,0.4465753424657534,163,0.04,0.43991648956298823,call,9.05
AAPL,292.6099853515625,350.0,1.6164383561643836,590,0.04,0.3293066337585449,call,29.7
MSFT,409.6400146484375,190.0,2.0191780821917806,737,0.04,0.5459334957885743,call,245.95
NVDA,206.94500732421875,20.0,1.5205479452054795,555,0.04,0.7246121289062499,put,0.14
GOOGL,367.2699890136719,565.0,1.5205479452054795,555,0.04,0.41802797554016113,call,28.3
META,595.3900146484375,540.0,0.0136986301369863,5,0.04,0.41309180664062495,put,1.03
TSLA,406.9920959472656,605.0,0.4465753424657534,163,0.04,1.0000000000000003e-05,put,219.55
MSFT,409.6400146484375,465.0,0.06027397260273973,22,0.04,0.35474278076171867,call,1.38
AMZN,247.50999450683594,205.0,0.021917808219178082,8,0.04,0.5712933496093751,put,0.17
TSLA,406.9920959472656,265.0,0.021917808219178082,8,0.04,1.05078599609375,put,0.13
META,595.3900146484375,655.0,0.273972602739726,100,0.04,0.3646914117431641,put,73.1
MSFT,409.6400146484375,465.0,0.5232876712328767,191,0.04,0.37573866455078125,call,23.66
GOOGL,367.2699890136719,545.0,0.005479452054794521,2,0.04,1.125004375,call,0.01
AMZN,247.50999450683594,155.0,0.021917808219178082,8,0.04,1.7792979785156249,call,98.29
TSLA,406.9920959472656,355.0,0.043835616438356165,16,0.04,0.7709373492431641,call,43.75
TSLA,406.9920959472656,515.0,0.005479452054794521,2,0.04,1.0000000000000003e-05,put,95.03
NVDA,206.94500732421875,165.0,2.5178082191780824,919,0.04,0.39826041198730466,put,27.95
AMZN,247.50999450683594,330.0,1.6164383561643836,590,0.04,0.43375200042724615,call,27.18
GOOGL,367.2699890136719,430.0,0.7726027397260274,282,0.04,0.3001016035461425,put,82.45
TSLA,406.9920959472656,335.0,0.06027397260273973,22,0.04,0.8346574151611326,call,77.35
AAPL,292.6099853515625,175.0,1.2712328767123289,464,0.04,0.5582624740600587,call,147.53
GOOGL,367.2699890136719,110.0,0.021917808219178082,8,0.04,4.563480858154296,call,277.5
AAPL,292.6099853515625,255.0,0.10136986301369863,37,0.04,0.5663495513916017,call,46.15
TSLA,406.9920959472656,880.0,1.0191780821917809,372,0.04,0.5875132801818848,call,15.69
MSFT,409.6400146484375,320.0,1.6164383561643836,590,0.04,0.3209754182434082,put,22.65
GOOGL,367.2699890136719,340.0,1.0191780821917809,372,0.04,0.4627739270019532,call,72.0
META,595.3900146484375,870.0,0.19726027397260273,72,0.04,1.0000000000000003e-05,put,213.65
META,595.3900146484375,190.0,1.6164383561643836,590,0.04,0.7075529733276368,call,457.0
MSFT,409.6400146484375,680.0,0.273972602739726,100,0.04,1.0000000000000003e-05,put,157.89
GOOGL,367.2699890136719,280.0,0.10136986301369863,37,0.04,0.7366969689941407,call,88.33
NVDA,206.94500732421875,200.0,0.7726027397260274,282,0.04,0.39771110107421875,put,24.9
AMZN,247.50999450683594,205.0,0.7726027397260274,282,0.04,0.35147743255615227,put,11.7
META,595.3900146484375,980.0,2.0191780821917806,737,0.04,0.2811885236358642,put,374.63
META,595.3900146484375,880.0,1.5205479452054795,555,0.04,0.20005072418212888,put,251.05
META,595.3900146484375,470.0,0.0821917808219178,30,0.04,0.5236864038085938,call,152.35
AAPL,292.6099853515625,140.0,0.273972602739726,100,0.04,1.1214643536376954,call,172.13
GOOGL,367.2699890136719,570.0,2.5178082191780824,919,0.04,1.0000000000000003e-05,put,267.51
META,595.3900146484375,505.0,0.4465753424657534,163,0.04,0.38812867736816403,put,23.8
TSLA,406.9920959472656,550.0,0.005479452054794521,2,0.04,1.0000000000000003e-05,put,142.2
MSFT,409.6400146484375,490.0,0.7726027397260274,282,0.04,0.38175056732177726,call,26.72
TSLA,406.9920959472656,800.0,2.0191780821917806,737,0.04,0.3467777725219726,put,383.75
GOOGL,367.2699890136719,140.0,0.021917808219178082,8,0.04,3.5395519323730467,call,242.99
AMZN,247.50999450683594,205.0,0.7726027397260274,282,0.04,0.4810537734985352,call,58.28
META,595.3900146484375,445.0,0.005479452054794521,2,0.04,1.2714880175781247,call,188.3
NVDA,206.94500732421875,217.5,0.005479452054794521,2,0.04,1.0000000000000003e-05,put,8.49
TSLA,406.9920959472656,970.0,0.5232876712328767,191,0.04,0.635318588256836,call,2.96
GOOGL,367.2699890136719,550.0,0.7726027397260274,282,0.04,0.4108640457153321,call,9.06
AAPL,292.6099853515625,120.0,0.6,219,0.04,0.9512944323730468,call,191.72
MSFT,409.6400146484375,590.0,2.5178082191780824,919,0.04,0.22689066574096678,put,181.5
AMZN,247.50999450683594,310.0,2.5178082191780824,919,0.04,0.4676566906738281,call,49.0
META,595.3900146484375,600.0,1.0191780821917809,372,0.04,0.4419077416229248,call,102.0
AAPL,292.6099853515625,470.0,0.3506849315068493,128,0.04,0.3501041552734374,call,0.27
MSFT,409.6400146484375,360.0,0.4465753424657534,163,0.04,0.4310664804077149,call,78.0
META,595.3900146484375,577.5,0.019178082191780823,7,0.04,0.3548648498535155,put,5.42
TSLA,406.9920959472656,125.0,0.273972602739726,100,0.04,1.0000000000000003e-05,call,230.6
TSLA,406.9920959472656,317.5,0.021917808219178082,8,0.04,1.3654816882324217,call,73.42
TSLA,406.9920959472656,730.0,0.12054794520547946,44,0.04,0.7358424853515625,call,0.55
AAPL,292.6099853515625,330.0,0.005479452054794521,2,0.04,0.476567734375,call,0.03
META,595.3900146484375,667.5,0.0136986301369863,5,0.04,0.4440973559570312,call,0.37
META,595.3900146484375,230.0,0.6,219,0.04,1.2072488368225096,call,348.74
NVDA,206.94500732421875,265.0,0.10136986301369863,37,0.04,1.0000000000000003e-05,put,58.4
META,595.3900146484375,200.0,1.5205479452054795,555,0.04,0.6994658959960938,call,444.0
NVDA,206.94500732421875,245.0,0.019178082191780823,7,0.04,0.5039112109375,call,0.14
META,595.3900146484375,390.0,1.0191780821917809,372,0.04,0.39600213378906257,put,12.36
META,595.3900146484375,790.0,0.12054794520547946,44,0.04,0.44385321777343745,call,1.5
META,595.3900146484375,790.0,2.0191780821917806,737,0.04,0.3110191579437255,put,230.5
AAPL,292.6099853515625,280.0,0.5232876712328767,191,0.04,0.23383334533691402,put,13.62
MSFT,409.6400146484375,270.0,0.6,219,0.04,0.37604383728027346,put,2.85
AMZN,247.50999450683594,315.0,1.0986301369863014,401,0.04,0.41629612030029295,call,21.43
AMZN,247.50999450683594,310.0,0.06027397260273973,22,0.04,0.5297898583984376,put,55.59
META,595.3900146484375,627.5,0.005479452054794521,2,0.04,0.39624627197265627,call,1.13
GOOGL,367.2699890136719,265.0,0.19726027397260273,72,0.04,0.45532771240234376,put,1.31
GOOGL,367.2699890136719,392.5,0.021917808219178082,8,0.04,0.188484677734375,put,28.59
MSFT,409.6400146484375,590.0,1.6164383561643836,590,0.04,0.23836516036987304,put,176.88
META,595.3900146484375,1060.0,1.6164383561643836,590,0.04,1.0000000000000003e-05,put,430.0
META,595.3900146484375,420.0,2.0191780821917806,737,0.04,0.5065891016387939,call,273.0
AAPL,292.6099853515625,125.0,1.0191780821917809,372,0.04,0.7738670074462892,call,192.2
GOOGL,367.2699890136719,275.0,0.4465753424657534,163,0.04,0.5317124465942383,call,100.55
META,595.3900146484375,850.0,1.2712328767123289,464,0.04,0.439733385925293,call,44.97
TSLA,406.9920959472656,492.5,0.019178082191780823,7,0.04,0.6611362011718751,call,0.6
